id,distrito,fecha,procedimiento,tipo_obra_ed,tipo_hu,modalidad,estado,area_m2,presupuesto_soles
IND-202508-001,Independencia,2025-08-01,ED-LIC,ED-NUE,,C,Aprobada,61.0,115804.57
IND-202508-002,Independencia,2025-08-01,HU-LIC,,HU-VAC,D,En evaluación,49.6,56898.33
IND-202508-003,Independencia,2025-08-01,ED-LIC,ED-REM,,B,Aprobada,256.1,534555.38
IND-202508-004,Independencia,2025-08-01,ED-LIC,ED-AMP,,D,Observada,33.4,68970.65
IND-202508-005,Independencia,2025-08-01,ED-LIC,ED-CER,,C,En evaluación,89.3,86203.8
IND-202508-006,Independencia,2025-08-01,ED-LIC,ED-NUE,,B,Aprobada,213.5,405671.31
IND-202508-007,Independencia,2025-08-01,ED-LIC,ED-CER,,C,Aprobada,142.6,302403.82
IND-202509-001,Independencia,2025-09-01,ED-LIC,ED-ACO,,B,Aprobada,123.8,135256.7
IND-202509-002,Independencia,2025-09-01,ED-LIC,ED-REM,,B,En evaluación,20.6,38242.1
IND-202509-003,Independencia,2025-09-01,ED-LIC,ED-ACO,,A,En evaluación,20.7,18625.36
IND-202509-004,Independencia,2025-09-01,ED-LIC,ED-CER,,A,Aprobada,103.3,88729.56
IND-202510-001,Independencia,2025-10-01,HU-LIC,,HU-VIV-SIM,B,Aprobada,420.0,417434.07
IND-202510-002,Independencia,2025-10-01,ED-LIC,ED-NUE,,B,Aprobada,45.1,98199.59
IND-202510-003,Independencia,2025-10-01,ED-LIC,ED-AMP,,A,Aprobada,233.9,218206.38
IND-202510-004,Independencia,2025-10-01,HU-LIC,,HU-VIV-CONV,A,Aprobada,67.2,132073.3
IND-202510-005,Independencia,2025-10-01,HU-LIC,,HU-VIV-CONV,A,Aprobada,176.9,190152.04
IND-202510-006,Independencia,2025-10-01,ED-LIC,ED-CER,,D,Aprobada,54.7,93312.58
IND-202511-001,Independencia,2025-11-01,ED-LIC,ED-AMP,,B,Observada,138.1,224103.55
IND-202511-002,Independencia,2025-11-01,HU-LIC,,HU-VIV-SIM,A,Aprobada,49.6,48737.54
IND-202511-003,Independencia,2025-11-01,ED-LIC,ED-AMP,,A,En evaluación,162.5,221790.88
IND-202511-004,Independencia,2025-11-01,HU-LIC,,HU-VIV-SIM,A,Aprobada,165.6,171427.78
IND-202511-005,Independencia,2025-11-01,ED-LIC,ED-CER,,B,Observada,337.4,588053.28
IND-202511-006,Independencia,2025-11-01,ED-LIC,ED-REM,,A,Aprobada,38.4,73641.28
IND-202511-007,Independencia,2025-11-01,ED-LIC,ED-NUE,,C,Aprobada,150.4,229370.83
IND-202511-008,Independencia,2025-11-01,ED-LIC,ED-REF,,B,Aprobada,280.0,516801.61
IND-202511-009,Independencia,2025-11-01,ED-LIC,ED-REF,,B,Denegada,72.9,74265.19
IND-202511-010,Independencia,2025-11-01,HU-LIC,,HU-COM,B,Aprobada,199.5,157244.42
IND-202511-011,Independencia,2025-11-01,ED-LIC,ED-AMP,,C,En evaluación,92.2,112342.9
IND-202512-001,Independencia,2025-12-01,ED-LIC,ED-REF,,B,Observada,168.2,256477.72
IND-202512-002,Independencia,2025-12-01,ED-LIC,ED-REF,,A,Aprobada,153.3,288734.58
IND-202512-003,Independencia,2025-12-01,HU-LIC,,HU-VIV-VVE,B,Aprobada,662.3,1258750.56
IND-202512-004,Independencia,2025-12-01,ED-LIC,ED-REF,,D,Aprobada,228.8,484636.81
IND-202512-005,Independencia,2025-12-01,ED-LIC,ED-REM,,B,Aprobada,118.0,101721.25
IND-202512-006,Independencia,2025-12-01,HU-LIC,,HU-ETAP,B,Observada,175.4,210896.4
IND-202512-007,Independencia,2025-12-01,ED-LIC,ED-NUE,,B,Aprobada,339.2,403333.31
IND-202512-008,Independencia,2025-12-01,ED-LIC,ED-CER,,A,Aprobada,61.9,135718.68
IND-202512-009,Independencia,2025-12-01,ED-LIC,ED-NUE,,B,Aprobada,107.3,221737.51
IND-202512-010,Independencia,2025-12-01,ED-LIC,ED-ACO,,C,Aprobada,266.2,258657.99
IND-202512-011,Independencia,2025-12-01,ED-LIC,ED-REF,,B,Aprobada,396.3,634455.78
